token_address,token_id,owner,base_price,ended_at,ended_price,expired_at,kind,maker,matcher,order_id,payment_token,price,started_at,state,name,attributes,image,video,metadata_last_updated,cdn_image,animation_url,description,is_shown,ownership_block_number,ownership_log_index,raw_metadata,order_status,ron_price
0xa038c593115f6fcd673f6833e15462b475994879,409192,0x0000000000000000000000000000000000000000,,,,,,,,,,,,,Archer,"{""tier"": [""1""], ""type"": [""archer""], ""level"": [""1""], ""perk1"": [""none""], ""perk2"": [""none""], ""rarity"": [""common""], ""perk1 rank"": [""none""], ""perk2 rank"": [""none""]}",https://ww-nft-static.sfo3.cdn.digitaloceanspaces.com/images_unit/1102.png,,1721112790,https://cdn.skymavis.com/mm-cache/7/e/8f0d2bea09f820aeee8bfcddf3ae0e.png,,,f,0,0,,,
0xa038c593115f6fcd673f6833e15462b475994879,1647694,0x42641bf6e50d32fdf6c73975cf9aa36555dece22,,,,,,,,,,,,,Unit Fragment,"{""tier"": [""0""], ""type"": [""Unit Fragment""], ""level"": [""1""], ""perk1"": [""None""], ""perk2"": [""None""], ""perk3"": [""None""], ""rarity"": [""Basic""], ""Perk1 rank"": [""None""], ""Perk2 rank"": [""None""], ""Perk3 rank"": [""None""]}",https://ww-nft-static.sfo3.cdn.digitaloceanspaces.com/images_unit/100000.png,,1744838119,https://cdn.skymavis.com/mm-cache/8/c/c8ce3f68567d7d0fbb54d9e279e699.png,,,t,40198957,112,"{""name"": ""Unit Fragment"", ""image"": ""https://ww-nft-static.sfo3.cdn.digitaloceanspaces.com/images_unit/100000.png"", ""video"": null, ""attributes"": null, ""properties"": {""tier"": 0, ""type"": ""Unit Fragment"", ""level"": 1, ""perk1"": ""None"", ""perk2"": ""None"", ""perk3"": ""None"", ""rarity"": ""Basic"", ""Perk1 rank"": ""None"", ""Perk2 rank"": ""None"", ""Perk3 rank"": ""None""}, ""description"": null, ""external_url"": null, ""animation_url"": null}",,
0xa038c593115f6fcd673f6833e15462b475994879,2155376,0x0000000000000000000000000000000000000000,,,,,,,,,,,,,Unit Fragment,"{""tier"": [""0""], ""type"": [""Unit Fragment""], ""level"": [""1""], ""perk1"": [""None""], ""perk2"": [""None""], ""perk3"": [""None""], ""rarity"": [""Basic""], ""Perk1 rank"": [""None""], ""Perk2 rank"": [""None""], ""Perk3 rank"": [""None""]}",https://ww-nft-static.sfo3.cdn.digitaloceanspaces.com/images_unit/100000.png,,1745195362,https://cdn.skymavis.com/mm-cache/e/c/71464ef483d4f177c75814c1398e6a.png,,,f,44447437,48,"{""name"": ""Unit Fragment"", ""image"": ""https://ww-nft-static.sfo3.cdn.digitaloceanspaces.com/images_unit/100000.png"", ""video"": null, ""attributes"": null, ""properties"": {""tier"": 0, ""type"": ""Unit Fragment"", ""level"": 1, ""perk1"": ""None"", ""perk2"": ""None"", ""perk3"": ""None"", ""rarity"": ""Basic"", ""Perk1 rank"": ""None"", ""Perk2 rank"": ""None"", ""Perk3 rank"": ""None""}, ""description"": null, ""external_url"": null, ""animation_url"": null}",,
